9FB96AD5-7041-445E-9D83-028EDE736915,Employer 0260,Finance,Banking,Small,Austin,TX,USA,https://www.example260.com,https://www.linkedin.com/company/example-260,0,0,None,Gold,Prospect,2025-02-06,Contact 260,Recruiter,contact260@example.com,+13145550260,2025-10-24 06:24:50.297
B570D5A7-AFF4-4397-8945-02BAC91F2636,Employer 0912,Government,Public Sector,Small,Hyderabad,NULL,India,https://www.example912.com,https://www.linkedin.com/company/example-912,0,0,Mentorship,Bronze,Active,2025-10-12,Contact 912,Recruiter,contact912@example.com,+13145550912,2025-10-24 06:24:50.297
A6E47F7C-AAE2-4123-B90A-02F841F05B6E,Employer 0644,Finance,Banking,Small,Austin,TX,USA,https://www.example644.com,https://www.linkedin.com/company/example-644,0,0,Hiring,Gold,Active,2024-01-19,Contact 644,Recruiter,contact644@example.com,+13145550644,2025-10-24 06:24:50.297
D06BC1A6-5B54-4E65-B6DA-0316B7F92EDA,Employer 0632,Government,Public Sector,Small,Hyderabad,NULL,India,https://www.example632.com,https://www.linkedin.com/company/example-632,0,0,Academic,Gold,Active,2024-01-31,Contact 632,Recruiter,contact632@example.com,+13145550632,2025-10-24 06:24:50.297
474F5FD7-82CE-4521-BF9A-0369A544AE08,Employer 0430,Manufacturing,Industrial,Large,New York,NY,USA,https://www.example430.com,https://www.linkedin.com/company/example-430,0,0,Mentorship,Silver,Prospect,2024-08-20,Contact 430,Recruiter,contact430@example.com,+13145550430,2025-10-24 06:24:50.297
C09B7C45-8F39-46A6-8A92-042B0E1A94A0,Employer 0771,Healthcare,Provider,Enterprise,Dallas,TX,USA,https://www.example771.com,https://www.linkedin.com/company/example-771,0,0,Academic,Bronze,Inactive,2023-09-14,Contact 771,Recruiter,contact771@example.com,+13145550771,2025-10-24 06:24:50.297
D2447C32-1CDF-4A58-9743-04500FACB21D,Employer 0643,Healthcare,Provider,Enterprise,Dallas,TX,USA,https://www.example643.com,https://www.linkedin.com/company/example-643,0,1,Sponsorship,Silver,Active,2024-01-20,Contact 643,Recruiter,contact643@example.com,+13145550643,2025-10-24 06:24:50.297
FBEB8E2D-53FB-4D5A-95DF-04872411033E,Employer 0156,Finance,Banking,Small,Austin,TX,USA,https://www.example156.com,https://www.linkedin.com/company/example-156,0,0,Mentorship,Bronze,Inactive,2025-05-21,Contact 156,Recruiter,contact156@example.com,+13145550156,2025-10-24 06:24:50.297
2608B956-3F52-45CF-AB0E-04BD32DD0F61,Employer 0140,Finance,Banking,Small,Austin,TX,USA,https://www.example140.com,https://www.linkedin.com/company/example-140,0,0,Hiring,Gold,Prospect,2025-06-06,Contact 140,Recruiter,contact140@example.com,+13145550140,2025-10-24 06:24:50.297
1D8A4527-BFD0-457F-BFED-053BDA615BF8,Employer 0079,Retail,E-commerce,Enterprise,San Jose,CA,USA,https://www.example79.com,https://www.linkedin.com/company/example-79,0,0,Mentorship,Silver,Active,2025-08-06,Contact 79,Recruiter,contact79@example.com,+13145550079,2025-10-24 06:24:50.297
80F792B5-A205-4F14-9EF6-053CA2FDB309,Employer 0522,Consulting,IT Services,Large,Chicago,IL,USA,https://www.example522.com,https://www.linkedin.com/company/example-522,0,0,Donor,Bronze,Active,2024-05-20,Contact 522,Recruiter,contact522@example.com,+13145550522,2025-10-24 06:24:50.297
E6BA25F8-6451-4738-A02A-056287E913CB,Employer 0276,Finance,Banking,Small,Austin,TX,USA,https://www.example276.com,https://www.linkedin.com/company/example-276,0,0,Academic,Bronze,Inactive,2025-01-21,Contact 276,Recruiter,contact276@example.com,+13145550276,2025-10-24 06:24:50.297
FBFED3CD-1DEA-4EDD-9E93-05BC97C18BF3,Employer 0033,Technology,SaaS,Medium,St. Louis,MO,USA,https://www.example33.com,https://www.linkedin.com/company/example-33,0,1,Academic,Bronze,Active,2025-09-21,Contact 33,Recruiter,contact33@example.com,+13145550033,2025-10-24 06:24:50.297
BA1DFE9E-2CE3-44C8-8506-05CF5DC75A2F,Employer 0443,Healthcare,Provider,Enterprise,Dallas,TX,USA,https://www.example443.com,https://www.linkedin.com/company/example-443,0,1,Academic,Gold,Active,2024-08-07,Contact 443,Recruiter,contact443@example.com,+13145550443,2025-10-24 06:24:50.297
026C1B7D-DD2B-4670-A46D-05F299C959A2,Employer 0475,Healthcare,Provider,Enterprise,Dallas,TX,USA,https://www.example475.com,https://www.linkedin.com/company/example-475,0,0,Mentorship,Silver,Prospect,2024-07-06,Contact 475,Recruiter,contact475@example.com,+13145550475,2025-10-24 06:24:50.297
A6CD8B30-CDDC-44D9-96A3-0630D32D5B98,Employer 0484,Finance,Banking,Small,Austin,TX,USA,https://www.example484.com,https://www.linkedin.com/company/example-484,0,0,Mentorship,Silver,Active,2024-06-27,Contact 484,Recruiter,contact484@example.com,+13145550484,2025-10-24 06:24:50.297
DE68CE2D-12B0-44CE-8F11-06317C8EC22E,Employer 0525,Education,University,Medium,Seattle,WA,USA,https://www.example525.com,https://www.linkedin.com/company/example-525,0,0,Mentorship,Bronze,Prospect,2024-05-17,Contact 525,Recruiter,contact525@example.com,+13145550525,2025-10-24 06:24:50.297
A960F7BE-FEF0-4116-9D9A-068AB40B49CB,Employer 0630,Manufacturing,Industrial,Large,New York,NY,USA,https://www.example630.com,https://www.linkedin.com/company/example-630,0,0,Donor,Bronze,Prospect,2024-02-02,Contact 630,Recruiter,contact630@example.com,+13145550630,2025-10-24 06:24:50.297
8B71CD5F-0A83-403D-9FAF-069580E8FD76,Employer 0569,Technology,SaaS,Medium,St. Louis,MO,USA,https://www.example569.com,https://www.linkedin.com/company/example-569,0,0,Academic,Gold,Active,2024-04-03,Contact 569,Recruiter,contact569@example.com,+13145550569,2025-10-24 06:24:50.297
C91F08D1-6EEA-4D34-A0D9-06D59B956ABC,Employer 0909,Education,University,Medium,Seattle,WA,USA,https://www.example909.com,https://www.linkedin.com/company/example-909,0,0,Donor,Bronze,Active,2025-10-15,Contact 909,Recruiter,contact909@example.com,+13145550909,2025-10-24 06:24:50.297
63EB06A5-F907-47CA-9F68-06DD64A1B5AC,Employer 0370,Consulting,IT Services,Large,Chicago,IL,USA,https://www.example370.com,https://www.linkedin.com/company/example-370,0,0,Hiring,Silver,Prospect,2024-10-19,Contact 370,Recruiter,contact370@example.com,+13145550370,2025-10-24 06:24:50.297
5A3C6F26-E66B-4ABD-90DE-06FFD9A1A726,Employer 0182,Manufacturing,Industrial,Large,New York,NY,USA,https://www.example182.com,https://www.linkedin.com/company/example-182,0,0,Academic,Gold,Active,2025-04-25,Contact 182,Recruiter,contact182@example.com,+13145550182,2025-10-24 06:24:50.297
BED7511D-EC04-4DE6-865A-0746F6C05AB1,Google,Technology,Cloud/Software,Enterprise,Mountain View,CA,USA,https://google.com,https://linkedin.com/company/google,1,0,Hiring,Gold,Active,2025-04-07,Campus Team,University Programs,google@example.com,+13145550000,2025-10-24 06:24:50.210
5CF68B9E-0AAC-4185-9662-0747271DCC17,Employer 0944,Government,Public Sector,Small,Hyderabad,NULL,India,https://www.example944.com,https://www.linkedin.com/company/example-944,0,0,None,Gold,Active,2025-09-10,Contact 944,Recruiter,contact944@example.com,+13145550944,2025-10-24 06:24:50.297
CCB1E7FA-0AA7-46BF-8781-07832D279983,Employer 0821,Education,University,Medium,Seattle,WA,USA,https://www.example821.com,https://www.linkedin.com/company/example-821,0,0,Academic,Gold,Inactive,2023-07-26,Contact 821,Recruiter,contact821@example.com,+13145550821,2025-10-24 06:24:50.297
7FCC911A-AAF6-4DA7-8D01-07AB182723C0,Employer 0005,Education,University,Medium,Seattle,WA,USA,https://www.example5.com,https://www.linkedin.com/company/example-5,0,0,Hiring,Gold,Prospect,2025-10-19,Contact 5,Recruiter,contact5@example.com,+13145550005,2025-10-24 06:24:50.297
22DC8B36-3931-4288-A295-07BD8B38C174,Employer 0549,Education,University,Medium,Seattle,WA,USA,https://www.example549.com,https://www.linkedin.com/company/example-549,0,0,Donor,Bronze,Active,2024-04-23,Contact 549,Recruiter,contact549@example.com,+13145550549,2025-10-24 06:24:50.297
9AD44C6F-9655-4139-9B6F-07CA59022D91,Employer 0938,Consulting,IT Services,Large,Chicago,IL,USA,https://www.example938.com,https://www.linkedin.com/company/example-938,0,0,Academic,Gold,Active,2025-09-16,Contact 938,Recruiter,contact938@example.com,+13145550938,2025-10-24 06:24:50.297
F690DF39-7627-4DD5-B202-0818CE35E927,Employer 0638,Manufacturing,Industrial,Large,New York,NY,USA,https://www.example638.com,https://www.linkedin.com/company/example-638,0,0,None,Gold,Active,2024-01-25,Contact 638,Recruiter,contact638@example.com,+13145550638,2025-10-24 06:24:50.297
8EB10666-EF5E-493E-9EB0-08912F131952,Employer 0936,Government,Public Sector,Small,Hyderabad,NULL,India,https://www.example936.com,https://www.linkedin.com/company/example-936,0,0,Donor,Bronze,Inactive,2025-09-18,Contact 936,Recruiter,contact936@example.com,+13145550936,2025-10-24 06:24:50.297
6D6D13AB-FBC9-4FEC-9924-09307E0D9097,Employer 0075,Healthcare,Provider,Enterprise,Dallas,TX,USA,https://www.example75.com,https://www.linkedin.com/company/example-75,0,0,Mentorship,Bronze,Prospect,2025-08-10,Contact 75,Recruiter,contact75@example.com,+13145550075,2025-10-24 06:24:50.297
792BC967-2CBE-4C42-AFF8-096D2E1CF69C,Employer 0493,Education,University,Medium,Seattle,WA,USA,https://www.example493.com,https://www.linkedin.com/company/example-493,0,1,Mentorship,Silver,Active,2024-06-18,Contact 493,Recruiter,contact493@example.com,+13145550493,2025-10-24 06:24:50.297
1B31FC90-22CA-4E09-9B99-097C03DD2543,Employer 0508,Finance,Banking,Small,Austin,TX,USA,https://www.example508.com,https://www.linkedin.com/company/example-508,0,0,Sponsorship,Silver,Active,2024-06-03,Contact 508,Recruiter,contact508@example.com,+13145550508,2025-10-24 06:24:50.297
20B0AAC9-D932-4B9C-A950-09E833F14609,Employer 0748,Finance,Banking,Small,Austin,TX,USA,https://www.example748.com,https://www.linkedin.com/company/example-748,0,0,Hiring,Silver,Active,2023-10-07,Contact 748,Recruiter,contact748@example.com,+13145550748,2025-10-24 06:24:50.297
4815937C-E391-429B-BD37-0A5C304ADF34,Employer 0202,Consulting,IT Services,Large,Chicago,IL,USA,https://www.example202.com,https://www.linkedin.com/company/example-202,0,0,Sponsorship,Silver,Active,2025-04-05,Contact 202,Recruiter,contact202@example.com,+13145550202,2025-10-24 06:24:50.297
F561E52A-636B-42B0-B447-0A735BFB2CA5,Employer 0694,Manufacturing,Industrial,Large,New York,NY,USA,https://www.example694.com,https://www.linkedin.com/company/example-694,0,0,Hiring,Silver,Active,2023-11-30,Contact 694,Recruiter,contact694@example.com,+13145550694,2025-10-24 06:24:50.297
9C1F8040-EDD8-4022-917C-0A7C66E5C7C0,Employer 0788,Finance,Banking,Small,Austin,TX,USA,https://www.example788.com,https://www.linkedin.com/company/example-788,0,0,Hiring,Gold,Active,2023-08-28,Contact 788,Recruiter,contact788@example.com,+13145550788,2025-10-24 06:24:50.297
6284CA3B-BAFF-4C82-9377-0A84B95C6D50,Employer 0318,Manufacturing,Industrial,Large,New York,NY,USA,https://www.example318.com,https://www.linkedin.com/company/example-318,0,0,Mentorship,Bronze,Active,2024-12-10,Contact 318,Recruiter,contact318@example.com,+13145550318,2025-10-24 06:24:50.297
BA9A765F-637D-483C-B7EA-0A8901ACCF39,Employer 0347,Healthcare,Provider,Enterprise,Dallas,TX,USA,https://www.example347.com,https://www.linkedin.com/company/example-347,0,1,Hiring,Gold,Active,2024-11-11,Contact 347,Recruiter,contact347@example.com,+13145550347,2025-10-24 06:24:50.297
935D2C97-A8A0-4E3D-89BC-0A947814DCCD,Employer 0555,Healthcare,Provider,Enterprise,Dallas,TX,USA,https://www.example555.com,https://www.linkedin.com/company/example-555,0,0,Academic,Bronze,Prospect,2024-04-17,Contact 555,Recruiter,contact555@example.com,+13145550555,2025-10-24 06:24:50.297
7B8C573B-AF2F-4EC6-B81F-0ABF48F625C0,Employer 0709,Education,University,Medium,Seattle,WA,USA,https://www.example709.com,https://www.linkedin.com/company/example-709,0,0,Mentorship,Silver,Active,2023-11-15,Contact 709,Recruiter,contact709@example.com,+13145550709,2025-10-24 06:24:50.297
DD043D00-C0D6-41EF-AE9F-0AEAB6CF46B4,Employer 0173,Education,University,Medium,Seattle,WA,USA,https://www.example173.com,https://www.linkedin.com/company/example-173,0,1,Academic,Gold,Active,2025-05-04,Contact 173,Recruiter,contact173@example.com,+13145550173,2025-10-24 06:24:50.297
96628A14-2021-4FC5-9DC6-0AF8F8B19C37,Employer 0285,Education,University,Medium,Seattle,WA,USA,https://www.example285.com,https://www.linkedin.com/company/example-285,0,0,Academic,Bronze,Prospect,2025-01-12,Contact 285,Recruiter,contact285@example.com,+13145550285,2025-10-24 06:24:50.297
84AD210A-BB89-41F1-92D2-0B20629A67B7,Employer 0032,Government,Public Sector,Small,Hyderabad,NULL,India,https://www.example32.com,https://www.linkedin.com/company/example-32,0,0,Hiring,Gold,Active,2025-09-22,Contact 32,Recruiter,contact32@example.com,+13145550032,2025-10-24 06:24:50.297
B9EA739E-0719-4116-9345-0B2EF2312D2E,Employer 0618,Consulting,IT Services,Large,Chicago,IL,USA,https://www.example618.com,https://www.linkedin.com/company/example-618,0,0,Academic,Bronze,Active,2024-02-14,Contact 618,Recruiter,contact618@example.com,+13145550618,2025-10-24 06:24:50.297
37133612-617F-4444-8BA9-0B5BDACAC258,Employer 0817,Technology,SaaS,Medium,St. Louis,MO,USA,https://www.example817.com,https://www.linkedin.com/company/example-817,0,1,Mentorship,Silver,Active,2023-07-30,Contact 817,Recruiter,contact817@example.com,+13145550817,2025-10-24 06:24:50.297
EC5902E0-E56A-4BC1-8F08-0B65BD52A5C0,Employer 0282,Consulting,IT Services,Large,Chicago,IL,USA,https://www.example282.com,https://www.linkedin.com/company/example-282,0,0,Mentorship,Bronze,Active,2025-01-15,Contact 282,Recruiter,contact282@example.com,+13145550282,2025-10-24 06:24:50.297
F8519F90-0F31-408E-912C-0B7E9BE8F1E6,Employer 0195,Healthcare,Provider,Enterprise,Dallas,TX,USA,https://www.example195.com,https://www.linkedin.com/company/example-195,0,0,Academic,Bronze,Prospect,2025-04-12,Contact 195,Recruiter,contact195@example.com,+13145550195,2025-10-24 06:24:50.297
453097F2-8887-4389-B34C-0C2EF493564C,Employer 0434,Consulting,IT Services,Large,Chicago,IL,USA,https://www.example434.com,https://www.linkedin.com/company/example-434,0,0,Academic,Gold,Active,2024-08-16,Contact 434,Recruiter,contact434@example.com,+13145550434,2025-10-24 06:24:50.297
0E569404-D346-4C9F-8381-0CA00E44BBA4,Employer 0119,Retail,E-commerce,Enterprise,San Jose,CA,USA,https://www.example119.com,https://www.linkedin.com/company/example-119,0,0,Academic,Gold,Active,2025-06-27,Contact 119,Recruiter,contact119@example.com,+13145550119,2025-10-24 06:24:50.297
4E882DCD-418C-4EF9-A8F4-0CD503DA8E57,Employer 0348,Finance,Banking,Small,Austin,TX,USA,https://www.example348.com,https://www.linkedin.com/company/example-348,0,0,Academic,Bronze,Active,2024-11-10,Contact 348,Recruiter,contact348@example.com,+13145550348,2025-10-24 06:24:50.297
6F5DCBED-78B5-4FA2-9E99-0CE9649E221A,Employer 0254,Manufacturing,Industrial,Large,New York,NY,USA,https://www.example254.com,https://www.linkedin.com/company/example-254,0,0,Academic,Gold,Active,2025-02-12,Contact 254,Recruiter,contact254@example.com,+13145550254,2025-10-24 06:24:50.297
32CB3309-45D7-4089-B39C-0CF018F2E7A1,Employer 0057,Technology,SaaS,Medium,St. Louis,MO,USA,https://www.example57.com,https://www.linkedin.com/company/example-57,0,1,Mentorship,Bronze,Active,2025-08-28,Contact 57,Recruiter,contact57@example.com,+13145550057,2025-10-24 06:24:50.297
5DA3E3B9-586C-4BA8-BD0F-0D23993F4C1D,Employer 0691,Healthcare,Provider,Enterprise,Dallas,TX,USA,https://www.example691.com,https://www.linkedin.com/company/example-691,0,0,Mentorship,Silver,Inactive,2023-12-03,Contact 691,Recruiter,contact691@example.com,+13145550691,2025-10-24 06:24:50.297
23689100-3E3C-425E-A97C-0D5EE1713233,Employer 0889,Technology,SaaS,Medium,St. Louis,MO,USA,https://www.example889.com,https://www.linkedin.com/company/example-889,0,0,Mentorship,Silver,Active,2023-05-19,Contact 889,Recruiter,contact889@example.com,+13145550889,2025-10-24 06:24:50.297
B7A318EE-081F-4DDD-B135-0D93020285FC,Employer 0049,Technology,SaaS,Medium,St. Louis,MO,USA,https://www.example49.com,https://www.linkedin.com/company/example-49,0,0,Sponsorship,Silver,Active,2025-09-05,Contact 49,Recruiter,contact49@example.com,+13145550049,2025-10-24 06:24:50.297
6745F9F2-AC05-4DD9-8406-0DA1F57CC35C,Employer 0124,Finance,Banking,Small,Austin,TX,USA,https://www.example124.com,https://www.linkedin.com/company/example-124,0,0,Mentorship,Silver,Active,2025-06-22,Contact 124,Recruiter,contact124@example.com,+13145550124,2025-10-24 06:24:50.297
AED984FA-5D01-4E6A-AF98-0DEB92AB5A6E,Employer 0416,Government,Public Sector,Small,Hyderabad,NULL,India,https://www.example416.com,https://www.linkedin.com/company/example-416,0,0,Academic,Gold,Inactive,2024-09-03,Contact 416,Recruiter,contact416@example.com,+13145550416,2025-10-24 06:24:50.297
9BFFF094-E4D9-4840-8C00-0EF4719AAEB0,Employer 0562,Consulting,IT Services,Large,Chicago,IL,USA,https://www.example562.com,https://www.linkedin.com/company/example-562,0,0,Sponsorship,Silver,Active,2024-04-10,Contact 562,Recruiter,contact562@example.com,+13145550562,2025-10-24 06:24:50.297
5739EBC5-EC01-48D8-84A2-0F9A3727AC80,Employer 0042,Consulting,IT Services,Large,Chicago,IL,USA,https://www.example42.com,https://www.linkedin.com/company/example-42,0,0,Academic,Bronze,Active,2025-09-12,Contact 42,Recruiter,contact42@example.com,+13145550042,2025-10-24 06:24:50.297
B38E8B3D-1113-424E-B85D-0FA328E1DC67,Employer 0026,Consulting,IT Services,Large,Chicago,IL,USA,https://www.example26.com,https://www.linkedin.com/company/example-26,0,0,None,Gold,Inactive,2025-09-28,Contact 26,Recruiter,contact26@example.com,+13145550026,2025-10-24 06:24:50.297
D9FEE3E1-BA17-44AA-B8CD-0FA6078C6712,Employer 0086,Manufacturing,Industrial,Large,New York,NY,USA,https://www.example86.com,https://www.linkedin.com/company/example-86,0,0,Hiring,Gold,Inactive,2025-07-30,Contact 86,Recruiter,contact86@example.com,+13145550086,2025-10-24 06:24:50.297
B64EB2B0-EC2E-4867-9E3C-0FE9AA7AD083,Employer 0590,Manufacturing,Industrial,Large,New York,NY,USA,https://www.example590.com,https://www.linkedin.com/company/example-590,0,0,Hiring,Gold,Prospect,2024-03-13,Contact 590,Recruiter,contact590@example.com,+13145550590,2025-10-24 06:24:50.297
333B60FC-2FFD-4C38-BFE3-0FF49FEDE1B4,Employer 0438,Manufacturing,Industrial,Large,New York,NY,USA,https://www.example438.com,https://www.linkedin.com/company/example-438,0,0,Academic,Bronze,Active,2024-08-12,Contact 438,Recruiter,contact438@example.com,+13145550438,2025-10-24 06:24:50.297
CF6EE91A-9F43-4AD1-954E-1063A0C0D297,Employer 0577,Technology,SaaS,Medium,St. Louis,MO,USA,https://www.example577.com,https://www.linkedin.com/company/example-577,0,1,Hiring,Silver,Active,2024-03-26,Contact 577,Recruiter,contact577@example.com,+13145550577,2025-10-24 06:24:50.297
AB508F52-350F-4315-8CA7-106BDDCC0421,Employer 0286,Manufacturing,Industrial,Large,New York,NY,USA,https://www.example286.com,https://www.linkedin.com/company/example-286,0,0,Mentorship,Silver,Inactive,2025-01-11,Contact 286,Recruiter,contact286@example.com,+13145550286,2025-10-24 06:24:50.297
4AB4AE48-BB34-41F2-8292-107278056BBB,Employer 0573,Education,University,Medium,Seattle,WA,USA,https://www.example573.com,https://www.linkedin.com/company/example-573,0,1,Academic,Bronze,Active,2024-03-30,Contact 573,Recruiter,contact573@example.com,+13145550573,2025-10-24 06:24:50.297
E3F1F327-B129-4B69-9207-10BF358CF5A8,Employer 0359,Retail,E-commerce,Enterprise,San Jose,CA,USA,https://www.example359.com,https://www.linkedin.com/company/example-359,0,0,None,Gold,Active,2024-10-30,Contact 359,Recruiter,contact359@example.com,+13145550359,2025-10-24 06:24:50.297
A7CDD4AC-EBF1-416F-949F-10C14C97B11F,Employer 0329,Technology,SaaS,Medium,St. Louis,MO,USA,https://www.example329.com,https://www.linkedin.com/company/example-329,0,0,Hiring,Gold,Active,2024-11-29,Contact 329,Recruiter,contact329@example.com,+13145550329,2025-10-24 06:24:50.297
50C5AE1C-9A18-444A-8768-10C5C2D9BD2B,Employer 0789,Education,University,Medium,Seattle,WA,USA,https://www.example789.com,https://www.linkedin.com/company/example-789,0,0,Academic,Bronze,Active,2023-08-27,Contact 789,Recruiter,contact789@example.com,+13145550789,2025-10-24 06:24:50.297
91344A83-758E-45BC-89BA-11299FEF2F28,Employer 0972,Finance,Banking,Small,Austin,TX,USA,https://www.example972.com,https://www.linkedin.com/company/example-972,0,0,Donor,Bronze,Active,2025-08-13,Contact 972,Recruiter,contact972@example.com,+13145550972,2025-10-24 06:24:50.297
0571FC57-E482-44C8-B3F6-116D8941F3EF,Employer 0565,Education,University,Medium,Seattle,WA,USA,https://www.example565.com,https://www.linkedin.com/company/example-565,0,0,Mentorship,Silver,Prospect,2024-04-07,Contact 565,Recruiter,contact565@example.com,+13145550565,2025-10-24 06:24:50.297
68168CB4-2B41-40F3-9403-116E9BE36FEA,Employer 0158,Manufacturing,Industrial,Large,New York,NY,USA,https://www.example158.com,https://www.linkedin.com/company/example-158,0,0,Hiring,Gold,Active,2025-05-19,Contact 158,Recruiter,contact158@example.com,+13145550158,2025-10-24 06:24:50.297
84A11F57-8B28-4BF1-A855-11C5AC9AC862,Employer 0669,Education,University,Medium,Seattle,WA,USA,https://www.example669.com,https://www.linkedin.com/company/example-669,0,0,Mentorship,Bronze,Active,2023-12-25,Contact 669,Recruiter,contact669@example.com,+13145550669,2025-10-24 06:24:50.297
5407356E-39E9-4BF9-91AD-11CE469506BF,Employer 0784,Government,Public Sector,Small,Hyderabad,NULL,India,https://www.example784.com,https://www.linkedin.com/company/example-784,0,0,Hiring,Silver,Active,2023-09-01,Contact 784,Recruiter,contact784@example.com,+13145550784,2025-10-24 06:24:50.297
30AF13B4-47F4-429D-B508-11F9A9CFBEC8,Employer 0326,Manufacturing,Industrial,Large,New York,NY,USA,https://www.example326.com,https://www.linkedin.com/company/example-326,0,0,Academic,Gold,Inactive,2024-12-02,Contact 326,Recruiter,contact326@example.com,+13145550326,2025-10-24 06:24:50.297
97EEA0CB-145C-4272-8174-12201EC7E0C4,Employer 0138,Consulting,IT Services,Large,Chicago,IL,USA,https://www.example138.com,https://www.linkedin.com/company/example-138,0,0,Mentorship,Bronze,Active,2025-06-08,Contact 138,Recruiter,contact138@example.com,+13145550138,2025-10-24 06:24:50.297
83E47569-5E33-44B7-915F-12EFE0316FD6,Employer 0043,Healthcare,Provider,Enterprise,Dallas,TX,USA,https://www.example43.com,https://www.linkedin.com/company/example-43,0,1,Mentorship,Silver,Active,2025-09-11,Contact 43,Recruiter,contact43@example.com,+13145550043,2025-10-24 06:24:50.297
0F7EC3A1-8740-40EE-BC79-1325618829E7,Employer 0441,Technology,SaaS,Medium,St. Louis,MO,USA,https://www.example441.com,https://www.linkedin.com/company/example-441,0,0,Donor,Bronze,Inactive,2024-08-09,Contact 441,Recruiter,contact441@example.com,+13145550441,2025-10-24 06:24:50.297
4838134B-79BB-43BE-90F9-13A06F3EA61A,Employer 0029,Education,University,Medium,Seattle,WA,USA,https://www.example29.com,https://www.linkedin.com/company/example-29,0,0,Academic,Gold,Active,2025-09-25,Contact 29,Recruiter,contact29@example.com,+13145550029,2025-10-24 06:24:50.297
B115ED6B-528E-4282-B580-13EF79623834,Employer 0649,Technology,SaaS,Medium,St. Louis,MO,USA,https://www.example649.com,https://www.linkedin.com/company/example-649,0,0,Hiring,Silver,Active,2024-01-14,Contact 649,Recruiter,contact649@example.com,+13145550649,2025-10-24 06:24:50.297
64D0B529-A3BE-4053-8A57-1435C5C7785C,Employer 0847,Retail,E-commerce,Enterprise,San Jose,CA,USA,https://www.example847.com,https://www.linkedin.com/company/example-847,0,1,Hiring,Silver,Active,2023-06-30,Contact 847,Recruiter,contact847@example.com,+13145550847,2025-10-24 06:24:50.297
CFC089BA-7FEB-42A1-8215-146BC5C632D5,Employer 0580,Finance,Banking,Small,Austin,TX,USA,https://www.example580.com,https://www.linkedin.com/company/example-580,0,0,Sponsorship,Silver,Prospect,2024-03-23,Contact 580,Recruiter,contact580@example.com,+13145550580,2025-10-24 06:24:50.297
