engagement_id,alumni_id,employer_id,event_id,engagement_type,engagement_subtype,engagement_date,points_awarded,hours_contributed,monetary_value_usd,channel,satisfaction_rating,remarks,evidence_url,created_by_user,created_at,status,follow_up_required,follow_up_date,privacy_level
dff49ad1-9746-4cbe-a368-936675683264,94144a3d-cf63-4932-ba99-317021d6f4e1,,0e5ee9de-deb9-46b8-bc3b-f1156403938b,Talk,Guest Talk,2025-09-30,8,2.88,,Email,,,,seed_bot,2025-10-25 04:48:41,Cancelled,0,,Public
cf73a543-aaa7-43f0-a754-00b1bf2a1ddf,9276272f-bc36-4c7e-b47c-9010eebe98f7,1028ae08-8736-4f68-b5c5-515a29574c5e,6cd4001a-95a7-4b2b-a4c0-a59c253fae3a,Donation,Alumni Donation,2026-01-10,20,,1745.16,Handshake,3.88,,https://evidence.example.com/eng/12,seed_bot,2025-10-25 04:48:41,Completed,0,,Restricted
5a4ecee4-f937-4dda-ba5a-6c54549e2d6f,7dc02102-c730-4198-9e13-c2b2d01144a5,,,Donation,Alumni Donation,2025-10-09,20,,781.59,Handshake,3.68,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
4d7145aa-2264-4f1c-9880-708df3fa5304,62344793-0040-4e8c-8fde-ff4cc1130ea5,4a0fbad9-b4ed-4ab6-a704-e55d2aa0ed8d,,Talk,Guest Talk,2023-12-24,8,1.39,,Email,4.08,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
cf5fbf80-4eb2-4f0f-86bc-2613f26ab55e,b3fa1705-7ea5-475a-be1f-2ba17bb347ac,,cc752746-0113-4d9b-ba28-ad9a11162c77,Volunteering,Community Service,2025-05-08,12,5.22,,LinkedIn,,,https://evidence.example.com/eng/15,seed_bot,2025-10-25 04:48:41,Cancelled,1,2025-05-15,Restricted
49398a7b-ae70-4564-818a-63151dbc9a52,0501bd62-e5a6-495d-a63f-bea340e9b94d,cbbd3486-515a-48dd-9b1d-0446d6da41af,02e2c8f9-adcc-49ef-b187-4a5c00aa88fa,Job Post,Full-time Role,2025-06-15,6,,,LinkedIn,,,,seed_bot,2025-10-25 04:48:41,Cancelled,0,,Restricted
7cffcd0d-3517-4b1d-bd34-5b1c71191f28,fb719613-3e94-4c57-b7db-ff4037efbb1d,,125ec44a-21a4-43c4-a555-9bcce0d390a4,Mentorship,Career Mentoring,2025-10-08,10,4.47,,In-person,4.94,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Restricted
d80aece9-52f9-49ef-b5dc-098cedb88a23,a00d3341-92d1-4df3-a6b6-7b09f9351672,21e72dfe-9edb-4180-86ce-7ab3d37885d8,,Donation,Alumni Donation,2024-06-06,20,,2031.53,Email,,,https://evidence.example.com/eng/18,seed_bot,2025-10-25 04:48:41,Cancelled,0,,Public
fc1b0028-a677-4bfa-8dc7-4c052c49db1a,b802ca1a-1b88-4b8d-bc3d-a454bb26eeea,,,Mentorship,Career Mentoring,2024-06-01,10,4.87,,Email,4.64,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Restricted
06668bc3-8090-47a4-94cc-8a4b51896184,0256faec-cd76-45bf-945f-a06969c03295,239aea58-8414-4908-9e3a-a32940fccb51,1228d747-d6bb-496e-b7f2-14fdcfd0b800,Mentorship,Career Mentoring,2025-11-28,10,5.93,,Handshake,,,,seed_bot,2025-10-25 04:48:41,Planned,1,2025-12-05,Internal
73c07f92-adb9-479f-b2ca-3ec37128ca62,3357872c-f254-47ce-b825-9f2efbbb665c,,0a85c83e-d30b-4edb-9cc2-bdaf77dd3d3e,Donation,Alumni Donation,2025-09-03,20,,502.52,LinkedIn,3.72,,https://evidence.example.com/eng/21,seed_bot,2025-10-25 04:48:41,Completed,0,,Restricted
92c46325-df2b-461b-b594-7f0b92072006,34aa856f-e72e-4e3c-a45d-1a620f4f4e94,50b54b24-c22a-4927-8190-a16d622d3c59,fca3b811-8821-4d94-8680-bb746ee5d10e,Talk,Guest Talk,2025-09-11,8,1.63,,Email,4.02,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
86555b4e-65cc-4ca4-9c43-fe2d3c5d2f46,32ec8cb8-349a-4990-9591-943364a32ea1,,,Talk,Guest Talk,2025-03-16,8,1.56,,In-person,4.73,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Internal
0ef94789-8583-4495-af92-b9c7c0f4f1ba,f40ed549-f0ce-4bba-9f2d-2a690ffacf4d,54ee9743-e25c-46a4-8436-a0f8053b6ee3,,Workshop,Hands-on Session,2025-06-26,10,3.2,,Handshake,4.75,,https://evidence.example.com/eng/24,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
a137c2df-214e-4374-bac6-c9c43220e9ca,cd0e2d3e-aaca-40b5-bbe7-426acb36a18f,,772d2731-bbb5-4bc8-b247-0c140678bcd4,Panel,Industry Panel,2025-05-08,8,,,Handshake,4.52,,,seed_bot,2025-10-25 04:48:41,Completed,1,2025-05-15,Restricted
549fd03b-49c2-4d91-8ca2-041e59458acf,f84f581e-dfc1-4d98-b378-5341cdc494a3,90bb6a48-44f0-4451-bb4f-289820371c8e,381e999a-39c3-4c64-9b93-59878ccf0ce4,Volunteering,Community Service,2026-02-26,12,1.17,,In-person,3.87,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
b09dc080-9420-4bf2-80b6-77352046e066,8a094768-c268-447d-b250-5a33a518e1c2,,056d7dcf-c7e8-486a-a834-d342ffcd1043,Talk,Guest Talk,2025-11-12,8,1.03,,Email,4.06,,https://evidence.example.com/eng/27,seed_bot,2025-10-25 04:48:41,Completed,0,,Restricted
aae2869a-50aa-4aa7-9ab3-69c66adb5314,790a1522-f328-4b02-9e4d-7a6c18e672b9,c7883e27-e42b-4f56-b993-12130bcebce1,,Job Post,Full-time Role,2023-11-11,6,,,In-person,4.2,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
7eeb874d-7e0f-41e4-9173-104825d3a41e,63680cce-feea-4dd0-8c2d-dcfc4f0faa2d,,,Workshop,Hands-on Session,2024-04-11,10,1.94,,LinkedIn,4.36,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
2337ebfd-d651-497a-a490-c94ee3713de0,c2be9b4a-14a1-48eb-95db-0ff2b9ab0172,bd77fb39-0476-492a-ac93-e0b9b8f28940,fd22b5c1-5548-419f-9beb-1b40834b6b3d,Donation,Alumni Donation,2026-01-23,20,,458.93,Handshake,3.86,,https://evidence.example.com/eng/30,seed_bot,2025-10-25 04:48:41,Completed,1,2026-01-30,Internal
55645907-ed83-4b66-8fc6-c2545eb88645,4187bbd1-fa63-444d-87ea-862ba03d1309,,08ced999-36e8-4289-8f77-e785fd5ffa41,Volunteering,Community Service,2025-09-16,12,4.84,,Email,3.99,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Internal
f4feb6dd-9080-46c2-8cb7-f034dd265bfa,d431bcc4-f334-4144-9623-e9eec7dd6eb1,8498d2a0-d382-417f-8069-e2a55c9ed7c8,abf95e56-ebb4-415b-8d3d-8f35a6e38ba5,Workshop,Hands-on Session,2025-10-10,10,3.97,,In-person,3.52,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Internal
a9cecaa4-ac2c-4570-8569-fc02c4c05742,9bedc96d-49ac-49ca-95f0-a59fa73742c8,,,Job Post,Full-time Role,2025-01-19,6,,,Handshake,4.4,,https://evidence.example.com/eng/33,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
acdc1337-d521-4224-9008-864ed1a9aa1a,221df30c-09c3-44b1-8603-40fc828de423,523b4d24-284f-40da-97c7-e2c07ff56dbb,,Talk,Guest Talk,2025-09-25,8,1.49,,In-person,3.88,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
750bdc27-3fa1-447c-80b6-63db036cb791,9f7667a8-3b7f-4d64-a960-c5e56a67b078,,de4e991c-6b8d-4a1c-a325-a87b7e779999,Panel,Industry Panel,2025-04-29,8,,,In-person,3.97,,,seed_bot,2025-10-25 04:48:41,Completed,1,2025-05-06,Public
4d8abdbb-b5fd-40f4-b731-84e03a681a20,286f8c8f-8661-4526-8e5a-6add49a5c9f9,fb8ccbc8-5162-473f-bf3e-6bc0860e3260,672efdd5-85f2-4591-95ee-d0263c15bd21,Job Post,Full-time Role,2026-01-25,6,,,In-person,,,https://evidence.example.com/eng/36,seed_bot,2025-10-25 04:48:41,Planned,0,,Public
560bdc38-9f77-417d-9886-875aadac6406,c176caf1-01f5-42e3-bf88-bdf33a6b37eb,,05a3d1ca-d8a9-453c-b482-fec37cce0988,Donation,Alumni Donation,2025-08-25,20,,423.2,LinkedIn,,,,seed_bot,2025-10-25 04:48:41,Cancelled,0,,Public
ef330e9e-f6db-4a59-943b-877fa2cbba80,5b3ebb5b-f7ce-4b66-81b8-21681b9caa46,fa351b88-b7c7-4dcf-814d-7a9c5088a289,,Sponsorship,Event Sponsor,2025-04-21,15,,4530.73,Email,4.83,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
aecfed79-21c9-4be1-bb2d-f75970f518bf,ec7c5a25-47a5-4dc6-a50d-24b85c8b52fc,,,Job Post,Full-time Role,2025-09-10,6,,,In-person,4.67,,https://evidence.example.com/eng/39,seed_bot,2025-10-25 04:48:41,Completed,0,,Restricted
13b6ebe4-a488-41b4-a000-4ceb8e64b42b,ce654932-4fd6-4ae9-96b7-dcd0b67ae493,67ee4b9d-d570-45ba-bcba-dbfc9b416926,c46be614-a84a-4a64-900f-83eb1c5ce722,Job Post,Full-time Role,2026-02-07,6,,,Email,,,,seed_bot,2025-10-25 04:48:41,Cancelled,1,2026-02-14,Restricted
72788441-c935-4630-b115-d6e8db38cb11,6bc3a565-9c95-4fd3-bf10-7c85f7b586ef,,3bf63a75-a212-446e-9403-0db529da8cde,Volunteering,Community Service,2026-01-23,12,5.58,,Email,4.15,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Internal
23a67eb8-f19f-479d-bc90-a0ce9a207327,38ec8b96-eb42-4037-a35b-3dba509ed60d,5d4dfbf8-832c-405f-b3a0-0da993bcfd97,a3ec7e1a-02c0-4ef1-8552-885e1928aa31,Donation,Alumni Donation,2025-06-21,20,,1927.85,In-person,4.06,,https://evidence.example.com/eng/42,seed_bot,2025-10-25 04:48:41,Completed,0,,Internal
869f2204-ffd3-4326-a63c-f16eb97dadc8,c77e3242-ca0f-4ed7-bdec-426dcd188b5f,,,Sponsorship,Event Sponsor,2025-07-04,15,,1545.79,Email,3.51,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
00cc0833-bc34-43c1-8b4f-b9bedc26dbfc,035d89a3-1c12-4000-8cfb-c2995dbd4a07,68c76d26-71ce-4794-8e93-0bbfa45881ff,,Mentorship,Career Mentoring,2024-09-09,10,5.59,,LinkedIn,,,,seed_bot,2025-10-25 04:48:41,Planned,0,,Public
43cb5d89-d88e-43bd-a964-a1d97d9d63a2,f60957cd-b6a0-437b-b30b-a8d8be648c94,,e51d7030-1375-4874-8941-369544669062,Sponsorship,Event Sponsor,2026-01-27,15,,4780.27,LinkedIn,3.79,,https://evidence.example.com/eng/45,seed_bot,2025-10-25 04:48:41,Completed,1,2026-02-03,Public
b50e50da-9097-4cea-8d11-c1b3013cf9d4,e6c4dc7c-9bcd-4abc-94c6-31f5d562619b,9a630f25-27cf-4bac-893a-ac237ae7f20f,d01b91b0-f1d9-45d6-aad1-8c170802d0b3,Job Post,Full-time Role,2025-09-02,6,,,In-person,4.37,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Internal
01a974bd-36b2-42dc-91a6-fb16d8b18e81,d2fa9dec-f96c-4125-9791-44a73e8b1f39,,444df7e3-1ea8-4ca8-8e36-74172ea88519,Volunteering,Community Service,2026-02-21,12,3.02,,LinkedIn,,,,seed_bot,2025-10-25 04:48:41,Planned,0,,Internal
89ec3fd9-d3b3-4adb-b13c-355ea3815476,d0958d5e-42ec-4623-8673-db4488315a33,809e3e18-a77f-49ce-8452-5135e173f440,,Panel,Industry Panel,2025-09-09,8,,,In-person,3.59,,https://evidence.example.com/eng/48,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
041ec075-d553-4799-ad14-b68346357051,c6341f7d-a2fb-4d48-875a-feb952200f44,,,Talk,Guest Talk,2024-04-06,8,1.65,,Handshake,4.51,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
2dfc5e57-2f0a-4605-b4dd-d8620f6688cb,20681016-0edb-46bd-98fb-b5b717c0e90a,cd61b397-00bd-4ee5-933a-327bd2858e2a,47ba46a4-320b-4ac1-bdad-70aa28a6f33f,Volunteering,Community Service,2026-02-28,12,3.41,,In-person,4.56,,,seed_bot,2025-10-25 04:48:41,Completed,1,2026-03-07,Public
fd72375f-d921-4f45-92c1-af71eae6d36b,1f07f9f9-c2c0-4722-94e2-afb56395658e,,cdaea887-e9d6-480e-bc5d-fa9bd78c6b47,Talk,Guest Talk,2025-07-11,8,2.02,,Email,,,https://evidence.example.com/eng/51,seed_bot,2025-10-25 04:48:41,Planned,0,,Internal
2a763083-0ce6-4278-a140-f13f8a3496a6,a287d63b-9589-4b56-9c81-1b191b2c0837,46f20170-7992-46b3-81e4-af07d28c25fd,1751688e-8411-452c-80f6-5fea056c82c0,Talk,Guest Talk,2026-04-05,8,2.29,,In-person,3.77,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Restricted
fdde8f44-630d-4523-962e-1bda1389a6bb,55f0c2ed-166f-4155-b767-1ff641512331,,,Mentorship,Career Mentoring,2024-08-28,10,1.67,,LinkedIn,4.4,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Restricted
f2fa2d8a-1261-4191-8bfe-5e79272c9c30,35803c16-a30e-4e87-a3f2-8507394e2b08,ca531866-f5ae-406a-891e-a9c1002d416c,,Panel,Industry Panel,2024-06-25,8,,,Handshake,3.85,,https://evidence.example.com/eng/54,seed_bot,2025-10-25 04:48:41,Completed,0,,Restricted
2cbe631c-d4d8-4c1a-bfae-07babb4633d5,085cea95-01d4-46ea-9336-3673ddb4907b,,02b228b2-181a-435a-99da-e9853f039400,Panel,Industry Panel,2025-11-27,8,,,Email,4.95,,,seed_bot,2025-10-25 04:48:41,Completed,1,2025-12-04,Public
c4bf6f96-9244-4397-8515-82b9733a71ce,b490364e-9cd4-4439-bbb4-06dfe46f8712,9c67f375-3aad-4e89-ba8e-28443dc4f970,cf0b2f82-ac4b-424c-8b71-f050eff76711,Donation,Alumni Donation,2025-08-31,20,,1338.0,Handshake,4.64,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Restricted
e7aa6855-73b0-4abe-8c2c-56160009ec0d,e38155b0-21f1-4809-928f-ff43a03d4066,,44e72d5b-3387-4859-a57f-f4f68ced9d5f,Donation,Alumni Donation,2026-02-01,20,,1397.37,LinkedIn,4.96,,https://evidence.example.com/eng/57,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
022ea9b0-b8fc-401f-84fd-346585d4bf85,aab8ac14-816b-47a5-a3c0-a43732a1f009,3438a38d-7f4b-444f-88b9-fdf20b1e1687,,Mentorship,Career Mentoring,2024-07-02,10,2.15,,Handshake,,,,seed_bot,2025-10-25 04:48:41,Planned,0,,Internal
24285b25-ae22-410a-8e24-ff952ec0a525,35ff50b2-e97d-42b5-8a34-790bd2f0a0b2,,,Volunteering,Community Service,2025-03-12,12,3.87,,In-person,3.6,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Restricted
39c070a4-e829-47b6-914f-a65154e76373,9276272f-bc36-4c7e-b47c-9010eebe98f7,7517e0ac-7537-4c37-92ae-96e77b38396b,1fc02146-44f9-4545-8330-64364f5122f2,Volunteering,Community Service,2026-01-18,12,3.55,,LinkedIn,3.63,,https://evidence.example.com/eng/60,seed_bot,2025-10-25 04:48:41,Completed,1,2026-01-25,Restricted
f110729f-fa6a-4aa7-b705-f8de7ac8a804,b802ca1a-1b88-4b8d-bc3d-a454bb26eeea,,aed85da5-0fa1-4045-b582-2bd6367a19c5,Panel,Industry Panel,2026-01-15,8,,,Email,3.93,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Internal
1a0100e0-70df-40cd-979e-40d9c828ad5d,11fa3ca0-8027-450a-828a-ae078eb129d3,147ec301-ac1a-40db-b24d-807f9508067f,bfd97326-17ec-4ee8-b2f1-2f855af96223,Panel,Industry Panel,2025-08-01,8,,,In-person,,,,seed_bot,2025-10-25 04:48:41,Planned,0,,Restricted
9dcf3bef-e4c8-485c-a93d-103a6e536188,ea5c81a3-3bd8-4529-9bea-75a45ac196ae,,,Donation,Alumni Donation,2025-08-23,20,,1037.79,Email,3.65,,https://evidence.example.com/eng/63,seed_bot,2025-10-25 04:48:41,Completed,0,,Restricted
85a32a02-8dc5-4eba-af40-b312ea55ec4a,83fc9629-361d-4325-b9cc-3f302dc8b958,85a74c38-cba0-4f63-b10a-78d5439b460a,,Donation,Alumni Donation,2024-02-14,20,,729.01,Handshake,4.29,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
a0118b2d-f329-4931-846d-fa1a1ca8b3c5,0638d0f4-effc-4f46-89dd-539ffa4d50cb,,3343135d-e95b-418b-b7eb-937a64955365,Mentorship,Career Mentoring,2026-03-11,10,5.87,,Handshake,4.41,,,seed_bot,2025-10-25 04:48:41,Completed,1,2026-03-18,Restricted
b8e29029-3410-4d3b-bb36-f9a54a2f41a6,ad753cf2-cda4-41e7-bc26-9acde6ed1116,af5325dc-306c-4685-a2af-1d7886a7f811,0670e999-391e-4557-90ca-e1f87b3a7032,Workshop,Hands-on Session,2025-11-13,10,5.33,,In-person,3.81,,https://evidence.example.com/eng/66,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
86cbd33b-1598-43d3-9a65-6cb9f7008174,91aba4a0-358e-4818-844d-474081b3df84,,8ec0d5ba-9ac8-481f-8d3b-9266ae0389a9,Talk,Guest Talk,2025-10-10,8,1.65,,LinkedIn,3.75,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
30f01b9a-17f7-499b-a201-bb749776d08b,21eeb2b8-99f8-4dbb-be3b-ae5548f61473,27b7c478-1efa-497a-abdc-4bbd7fca9b46,,Talk,Guest Talk,2025-10-03,8,2.64,,LinkedIn,3.68,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
da9c709d-508f-48ba-babf-ce5ffc96bb75,221df30c-09c3-44b1-8603-40fc828de423,,,Mentorship,Career Mentoring,2025-08-08,10,4.2,,In-person,4.08,,https://evidence.example.com/eng/69,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
5c05da38-5547-449d-8849-1d879d1fdfd9,d07b880f-3cef-46fc-9a42-9fe93ee60251,a3efe006-5c3c-47ac-936e-d432688153ab,9ec193c9-8132-480a-9b08-825447236560,Panel,Industry Panel,2025-12-16,8,,,Handshake,3.53,,,seed_bot,2025-10-25 04:48:41,Completed,1,2025-12-23,Internal
243974df-dd48-40ed-8895-af6981341b2a,e5035106-95e9-4afd-afd8-b002191886a2,,f5ca845b-37ad-4a36-bda6-04c04823956b,Sponsorship,Event Sponsor,2025-09-21,15,,879.11,Email,3.89,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
384ff55a-b08f-48ac-8777-d81a5eccdd99,ea5c81a3-3bd8-4529-9bea-75a45ac196ae,cd61b397-00bd-4ee5-933a-327bd2858e2a,a76fe675-bb90-438e-8c71-9f4a85010318,Volunteering,Community Service,2025-10-04,12,3.64,,LinkedIn,4.65,,https://evidence.example.com/eng/72,seed_bot,2025-10-25 04:48:41,Completed,0,,Restricted
c99e9a11-0b2a-43da-a1d7-1a45c4e3879c,51b00ada-5dcd-4ac7-a406-ab96849a3a10,,,Talk,Guest Talk,2024-06-17,8,1.26,,Email,4.95,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
38a24974-3df2-4c44-b607-a893b0de7435,00ab6d82-f701-48f6-a3a3-4ce6e529d774,480e0885-a896-4b8a-8caa-d2b8171fd7ac,,Talk,Guest Talk,2025-05-12,8,1.22,,Email,4.43,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Internal
214287a5-524e-4704-8e98-d95ff84ba63a,4043eaf6-4520-4d49-aba0-048479931e22,,af15365f-a1ef-4ab3-b0c5-98e6ac3becb6,Job Post,Full-time Role,2025-12-24,6,,,In-person,,,https://evidence.example.com/eng/75,seed_bot,2025-10-25 04:48:41,Planned,1,2025-12-31,Restricted
e8d087b2-a8ec-4acb-9068-e0f858381efe,57f38e22-a6b7-4f45-b32a-bc7df81dcff8,f00f5547-7b80-4976-a0d3-4e88bd7e178e,22f94359-71f5-4ce7-8ce7-a97cf73fa8cc,Mentorship,Career Mentoring,2025-09-02,10,5.48,,Email,4.0,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Internal
be90a25a-1c25-43ed-a5c3-999b143456fc,e38155b0-21f1-4809-928f-ff43a03d4066,,2f34e0de-3ae8-43a1-9d51-37eb45d83fa2,Job Post,Full-time Role,2025-10-24,6,,,In-person,3.79,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
fef7b500-8d9a-4225-9090-6a5b4a923f8c,a631b9f1-f567-4f8e-b026-1cb6912abb08,e54dd538-b625-4214-9d7a-f4c921e8bde1,,Sponsorship,Event Sponsor,2023-11-13,15,,1157.29,Handshake,4.87,,https://evidence.example.com/eng/78,seed_bot,2025-10-25 04:48:41,Completed,0,,Internal
10ba3b18-3534-4f43-ac96-c7da63674bed,ad753cf2-cda4-41e7-bc26-9acde6ed1116,,,Volunteering,Community Service,2025-05-01,12,2.11,,Handshake,4.71,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
bf71f254-594c-432e-9495-9719eb79176a,5c16ba15-652a-41b6-b165-39dd3817f032,581a58a3-0e15-47dd-9241-4d69ff1b614b,689fe9d8-699c-4824-ad5a-8e4c7d2ba465,Sponsorship,Event Sponsor,2025-04-28,15,,4785.3,In-person,3.97,,,seed_bot,2025-10-25 04:48:41,Completed,1,2025-05-05,Internal
b6fd2ca9-5322-4b7c-9423-e64453095c22,dfa66dc3-f4ff-4ca2-a9c6-3df4ce9a54a9,,d16ae9e0-a257-437f-819a-cee26d27988d,Sponsorship,Event Sponsor,2025-05-24,15,,1054.06,Handshake,,,https://evidence.example.com/eng/81,seed_bot,2025-10-25 04:48:41,Cancelled,0,,Public
282ce7af-2d7d-4206-9935-9ee112d26485,cf8dd103-547d-4dcb-ac3b-ce2bad3076f3,d06d07a0-785a-441e-ab35-904b3194e829,f19dbff2-d1b6-4785-b831-9a273e61bfdb,Sponsorship,Event Sponsor,2025-11-21,15,,4603.83,Email,3.56,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Internal
146fad1a-d351-45b4-9fd4-0b2ef089b5c0,e6c4dc7c-9bcd-4abc-94c6-31f5d562619b,,,Sponsorship,Event Sponsor,2023-11-28,15,,2278.32,Handshake,,,,seed_bot,2025-10-25 04:48:41,Planned,0,,Internal
852701d7-28d1-4777-928f-8bfa0881966f,a70deae0-860a-4b70-9be0-426927a75f3b,b4301b39-5c55-4cd6-82ff-001dd53d0ff5,,Panel,Industry Panel,2025-05-05,8,,,In-person,4.95,,https://evidence.example.com/eng/84,seed_bot,2025-10-25 04:48:41,Completed,0,,Restricted
de4f8a63-1878-42cb-876b-8a860fcda1a8,a0b78d62-8c04-4dfa-a765-99000383815d,,9f63ee86-f76f-441e-8b69-7ceefd6112f0,Volunteering,Community Service,2025-07-16,12,5.43,,In-person,4.59,,,seed_bot,2025-10-25 04:48:41,Completed,1,2025-07-23,Internal
73463014-1297-4531-9c59-0460af07520f,be8e6f82-533b-41fc-a943-255bd8d34df0,936a5cec-25dc-473a-b3d3-5b3cf26807b8,542cf4fe-b12e-4aa4-bbfe-87203696540c,Job Post,Full-time Role,2025-05-03,6,,,LinkedIn,4.83,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Internal
0882ccc7-2739-4180-88db-c99235df41a0,0d76644d-956f-48ff-97b2-fa520d8b5a14,,b9eeb425-60fd-4809-9e36-f38fd2f123e3,Volunteering,Community Service,2025-10-05,12,4.83,,In-person,4.25,,https://evidence.example.com/eng/87,seed_bot,2025-10-25 04:48:41,Completed,0,,Restricted
ceafd886-bcdf-4d34-84f5-9898f722d6dc,e0b282fd-0a55-4957-b89e-dd5f5d92f326,5f78086c-3663-45b0-b608-0fb9f5b5e8d3,,Workshop,Hands-on Session,2025-01-26,10,1.17,,In-person,3.85,,,seed_bot,2025-10-25 04:48:41,Completed,0,,Public
