attendance_id,event_id,student_id,registration_status,registration_channel,registered_at,attended,attended_at,check_in_method,feedback_score,feedback_comment,certificate_issued,no_show_reason,reminder_sent,reminder_sent_at,created_by_user,created_at,updated_by_user,updated_at,privacy_level
728c2fc6-5449-4444-92c9-0fec0582b75c,de19592f-c9c2-424c-9232-7c17346efcba,17fec28f-5a60-485c-94f7-672c179c04e4,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:11:00,Manual,4.86,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
8f306377-46a3-49bf-8962-18c42022ae70,de19592f-c9c2-424c-9232-7c17346efcba,535e0510-97a3-449f-9133-65ea528c151e,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:12:00,QR,4.76,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
1c3d44c2-8965-467a-a5ca-f5866dc80015,de19592f-c9c2-424c-9232-7c17346efcba,266d929e-bded-4956-823d-5ea57b4fb090,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:13:00,Manual,4.28,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
07989164-3a57-4edd-9aa9-188e68291b3b,de19592f-c9c2-424c-9232-7c17346efcba,5a9c8909-7a35-4950-84a2-157959b5956b,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:14:00,Manual,3.75,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
fb7ece16-8db6-432a-aa19-6b72a810389e,de19592f-c9c2-424c-9232-7c17346efcba,bbdeaaec-29ff-436e-b5fe-b8580fa7a428,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:15:00,Manual,4.95,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
87e41603-215d-4d5d-84ca-126b9b702993,de19592f-c9c2-424c-9232-7c17346efcba,c636fc83-e334-4954-932f-95a8cd0c42c9,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:16:00,QR,4.83,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
fb6c9b27-36fa-40c2-8c3b-c575fa27ac37,de19592f-c9c2-424c-9232-7c17346efcba,da42a434-1c46-4669-a7d7-4217f6566741,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:17:00,Import,4.94,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
1db5a2a7-1b4c-4955-a4c6-dae3a45dc072,de19592f-c9c2-424c-9232-7c17346efcba,f4c97c65-45ea-42aa-8f06-0f597d1b6c6e,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:18:00,Manual,4.76,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
5fac8464-cf3e-414d-ad92-8f39ffd39161,de19592f-c9c2-424c-9232-7c17346efcba,4bd4d3ae-be53-4b3b-b4d5-cd61c37f5057,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:19:00,Import,3.92,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
7d5b23e3-952e-4fb3-aec7-195f45784141,de19592f-c9c2-424c-9232-7c17346efcba,ffeef642-844c-4688-aa93-c4e2e0924cc4,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:20:00,QR,3.57,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
673edb0b-7467-45af-8a93-7d26f10078af,de19592f-c9c2-424c-9232-7c17346efcba,b8d4aa44-c103-42e8-97ab-4d521c4d84bd,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:21:00,Import,4.86,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
817416be-6e78-484e-a3b4-276718c1f30e,de19592f-c9c2-424c-9232-7c17346efcba,8b36cc5f-f6fa-4e55-96f8-f7649aa45772,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:22:00,Manual,4.86,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
86dcc520-f729-44c6-a728-210fd31abf5b,de19592f-c9c2-424c-9232-7c17346efcba,d91017f6-93c2-4b97-a540-35d54ac70558,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:23:00,Import,4.72,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
89a74215-b691-421c-8460-d3c316f8f1c0,de19592f-c9c2-424c-9232-7c17346efcba,463afc77-9bbc-42e9-ab48-81a860275054,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:24:00,Manual,4.11,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
4a6cfdf6-c471-4fdb-ba16-13255c12b6a2,de19592f-c9c2-424c-9232-7c17346efcba,2518a2f1-1a45-4b3c-8b2f-2ee11f9b197e,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:25:00,Manual,4.98,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
5f81e925-ba32-49c6-8381-bdacceb3a5d6,de19592f-c9c2-424c-9232-7c17346efcba,129b25bb-b871-4815-ae49-9adf0df59cee,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:26:00,Import,4.82,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
af2f053f-0d20-4d1f-bd2b-cc04fe7bf095,de19592f-c9c2-424c-9232-7c17346efcba,9639400a-58b4-4e9a-967e-56481f17f995,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:27:00,QR,4.58,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
8f8987c3-7c86-43a8-936e-1111da69da58,de19592f-c9c2-424c-9232-7c17346efcba,cbda395c-19b7-4198-b389-deb674ff1581,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:28:00,Manual,4.9,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
61f1d184-efab-4806-8dbe-05e193f7d550,de19592f-c9c2-424c-9232-7c17346efcba,b96b4d51-5e7e-4cc4-9713-7d47bc508075,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:29:00,Import,4.54,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
9bf5b189-a4e8-46b2-8d2b-d32bf6ba90be,de19592f-c9c2-424c-9232-7c17346efcba,60c2f150-87e8-43cb-b7ff-b29511b7d13b,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:30:00,QR,4.61,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
38a57e99-c98b-479d-bf78-12dd2b4e8e0f,de19592f-c9c2-424c-9232-7c17346efcba,d3bfb1f8-aeda-4e10-8feb-d2d27ac52b21,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:31:00,Import,4.9,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
d624a4e8-02fe-4586-9784-a2f209799c6c,de19592f-c9c2-424c-9232-7c17346efcba,a750ca70-f1df-4352-bbca-73a96476c0e3,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:32:00,Manual,3.53,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
23a5b8ed-20c6-4ad3-8225-a9c453dc2894,de19592f-c9c2-424c-9232-7c17346efcba,a4090a5c-741d-415c-80df-7801c11152af,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:33:00,Manual,,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
f01b75ed-0feb-4f63-8ba2-3c76bdbdfbe5,de19592f-c9c2-424c-9232-7c17346efcba,53a2373e-7d32-42d1-a88f-ab30b40b13ba,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:34:00,QR,4.95,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
b0de318b-4b34-4c01-bf44-80282668699d,de19592f-c9c2-424c-9232-7c17346efcba,ade0c710-1357-4005-ad41-1092d9d29768,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:35:00,Import,3.86,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
dd16c627-54f1-4472-a00f-f029b58d7ee1,de19592f-c9c2-424c-9232-7c17346efcba,ef06520e-3949-4858-bd62-2597eb5a70ea,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:36:00,Manual,4.77,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
ef732083-ae7a-4071-bb5a-8f0b0edcb9af,de19592f-c9c2-424c-9232-7c17346efcba,46077678-c5ac-44f0-8c55-ce04ab87e2c8,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:37:00,QR,3.78,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
582efc3b-587e-418a-a808-6b9484a0b230,de19592f-c9c2-424c-9232-7c17346efcba,e4fd0b5b-bd82-48f5-8d40-d0a97ad79a60,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:38:00,Import,3.76,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
fb7ff04c-482c-4523-9b16-6056acaca821,de19592f-c9c2-424c-9232-7c17346efcba,b0e0456c-b744-4533-b9fb-d375a891705e,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:39:00,Manual,3.86,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
45b91e6c-a84c-4091-a02b-ad416eeb56b7,de19592f-c9c2-424c-9232-7c17346efcba,f76f54df-bea0-4dc4-8343-ae3b3f64f844,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:40:00,Manual,4.14,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
50708cfa-63d6-43ba-8ca9-29a4f2f5156f,de19592f-c9c2-424c-9232-7c17346efcba,8f4ad8a4-c2d7-4d64-b7ae-46c1036f3bf9,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:41:00,Import,,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
995fa3d2-54c4-436e-a833-c92deeb37b49,de19592f-c9c2-424c-9232-7c17346efcba,840e5121-f5e7-4b39-8c74-4eb6e39d1177,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:42:00,Import,,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
8c8e199c-3004-4388-8c13-cdbd1663c2c6,de19592f-c9c2-424c-9232-7c17346efcba,0a4da8e4-8a59-4905-bbb7-abe83ec6018e,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:43:00,Import,,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
eebc8101-dc5c-4083-8a21-294fa249366b,de19592f-c9c2-424c-9232-7c17346efcba,f3acf059-f072-4615-8b7c-09a812ffea21,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:44:00,QR,4.84,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
5b7d939b-befc-4116-843f-eaa17dce7672,de19592f-c9c2-424c-9232-7c17346efcba,9c09da73-bfca-45d8-9afe-f2f009109d8d,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:45:00,Import,4.83,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
a6b6ccdb-743e-4acb-8870-6ac42e206d77,de19592f-c9c2-424c-9232-7c17346efcba,5a44e8e2-3064-4ea4-b131-54b81f4eabf6,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:46:00,QR,3.68,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
04bbe404-aba8-47d2-8faf-7dad64e53572,de19592f-c9c2-424c-9232-7c17346efcba,2b7a2248-4c2d-4965-b34f-79cbe9176bb3,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:47:00,Import,3.67,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
880a502a-da31-4ce1-9858-1fddedf2c10e,de19592f-c9c2-424c-9232-7c17346efcba,4348376c-6b9c-419f-a386-37e29690bd92,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:48:00,QR,4.39,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
5fccd742-3ef5-4d52-bce6-f6250dde2af8,de19592f-c9c2-424c-9232-7c17346efcba,86814efc-cb00-406c-8a06-55efec2d6b10,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:49:00,Import,3.78,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
9e9056ab-672c-4296-9071-9a4b2670802f,de19592f-c9c2-424c-9232-7c17346efcba,9b3fe02f-f0ea-4e37-bf3e-0ea439a244fc,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:50:00,Manual,,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
7bc6cdcc-8b55-4e51-967d-78d49c07c154,de19592f-c9c2-424c-9232-7c17346efcba,1f1b7555-aff8-41dd-abcc-a558d42bc8b1,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:51:00,Manual,,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
0cf82be5-2fc3-4a8a-94ae-c904312ececb,de19592f-c9c2-424c-9232-7c17346efcba,c2d1f1c2-d242-458a-ab16-b0d27afc95fa,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:52:00,QR,,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
f20e6cc3-7651-467f-b2f2-493c00344f78,de19592f-c9c2-424c-9232-7c17346efcba,c0e4b5f5-ee06-4793-85e3-d159ca78b46c,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:53:00,Import,,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
52ea2de1-fa29-4c15-b7d7-533337cd1383,de19592f-c9c2-424c-9232-7c17346efcba,901badaf-9ce4-487a-870a-fd47132ca2ba,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:54:00,Manual,4.07,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
f5cd3522-3659-4de2-8e54-a91703bd092f,de19592f-c9c2-424c-9232-7c17346efcba,207d52a1-86dc-41af-a777-6d2af785a50d,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:55:00,Manual,4.19,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
d0457eca-3c84-4553-bbb6-23677ca3af40,de19592f-c9c2-424c-9232-7c17346efcba,c6c55c2d-9350-4d70-b1d1-ec0e777dedf3,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:56:00,Manual,,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
5aa430d7-f38b-48a6-8eb1-3f6f4c6852a4,de19592f-c9c2-424c-9232-7c17346efcba,5ff76cb0-fcde-4495-8cd5-e26456b02bad,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:57:00,Manual,4.14,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
91386fb0-04fa-46fd-b759-65bdd5587c4a,de19592f-c9c2-424c-9232-7c17346efcba,b51f2ee4-6405-4c0e-ba0f-c72722fafd98,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:58:00,Manual,4.48,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
8dfaada6-4756-410e-887d-fdc1f6cffa15,de19592f-c9c2-424c-9232-7c17346efcba,b01f1cab-888f-4686-86c9-0ca1bd91496d,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:59:00,Import,4.74,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
900947f2-29fb-4646-a620-3d3ccc2fb68f,de19592f-c9c2-424c-9232-7c17346efcba,0fdd82ca-644f-4216-bf34-7a4430000145,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:00:00,Import,4.0,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
57dc727a-f3a1-4b46-8d8b-433446a3f767,de19592f-c9c2-424c-9232-7c17346efcba,1460d4c2-4f76-45f2-a0e2-ac746fac29b9,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:01:00,Manual,4.61,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
3e5f71a3-290b-466d-a1a7-04e15cb86710,de19592f-c9c2-424c-9232-7c17346efcba,85d2b922-70db-4322-a528-0d21d80a4dcc,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:02:00,Import,4.19,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
6c1aeca2-e7da-4c7b-b6ab-fd8403331233,de19592f-c9c2-424c-9232-7c17346efcba,d9d16f58-f0b3-4b86-af2d-b76924a7476d,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:03:00,QR,4.49,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
39021eb5-ddde-4156-b12e-77b3d93bcda6,de19592f-c9c2-424c-9232-7c17346efcba,502fb217-e361-4608-a6a1-3425bb5892d0,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:04:00,QR,4.37,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
6324733f-42e8-430d-9859-9706373d0b4e,de19592f-c9c2-424c-9232-7c17346efcba,c1b3821d-13d1-4318-b5f2-7b2e718a056c,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:05:00,Manual,3.9,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
d32f6d3b-b6f8-446d-8644-495721dda698,de19592f-c9c2-424c-9232-7c17346efcba,a3fd9ccb-6092-4e3b-b450-ccd0d28eef5f,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:06:00,Manual,4.0,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
e575b7a1-bb69-4656-bac2-6d92a960628c,de19592f-c9c2-424c-9232-7c17346efcba,d0b3a724-0ad5-4070-bc06-8c5db556ae51,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:07:00,QR,,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
f2b9a395-b084-4702-9a0c-484a916560c2,de19592f-c9c2-424c-9232-7c17346efcba,46c5ddc9-9678-41f0-8681-8f9f5c281ad6,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:08:00,Manual,4.71,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
47d50bb6-42d6-45d3-b7fe-a63e6ec3da98,de19592f-c9c2-424c-9232-7c17346efcba,c05163b5-7785-4dfe-a3a4-6233a035fc5a,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:09:00,Manual,3.85,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
35736474-c325-41c8-895a-cb40f2993489,de19592f-c9c2-424c-9232-7c17346efcba,5efb60e8-28c2-4f54-b751-89ae7d73c217,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:10:00,QR,4.1,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
b70c7c34-b131-4603-84f5-bde8be1eb872,de19592f-c9c2-424c-9232-7c17346efcba,13ca80e4-99b8-496e-887b-eead062964d2,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:11:00,Import,3.98,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
857a3988-213f-4acd-86b0-f3ebf6b25c91,de19592f-c9c2-424c-9232-7c17346efcba,11a24b5e-6c30-46d7-83f3-1254da5a4f24,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:12:00,Import,4.04,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
4ab6b0ef-038a-46fc-9ee3-9eb624ab7242,de19592f-c9c2-424c-9232-7c17346efcba,3f474968-7d19-42fb-afe4-bb353e8e9a9c,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:13:00,Manual,4.71,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
c33e888f-400f-4b2e-87cb-6ae92a57567b,de19592f-c9c2-424c-9232-7c17346efcba,71caecc1-163b-4c46-ba25-4a46bbc53c6e,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:14:00,Import,4.07,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
c1d9946a-1799-4db5-bcd7-01516cb6400e,de19592f-c9c2-424c-9232-7c17346efcba,5b05306f-76a1-4b80-87c9-deb97556b87a,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:15:00,Manual,3.97,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
a5d643b0-ead1-4c2f-b6b0-1bf8581258dc,de19592f-c9c2-424c-9232-7c17346efcba,2764e6cc-c582-45cc-a64f-a7269137fd44,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:16:00,QR,4.44,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
268b5919-e530-4463-8a07-0b35f2681c4e,de19592f-c9c2-424c-9232-7c17346efcba,208b2ead-d021-4426-b68d-69f12fd3c02d,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:17:00,Import,3.77,,0,,1,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Restricted
157e0978-3075-4d1e-a28f-74de2443aa6d,de19592f-c9c2-424c-9232-7c17346efcba,76070085-a90b-41e8-8cb6-0a72c71f6552,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:18:00,Import,,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
cd2aa43c-c3e9-4299-91be-2768038f8fe1,de19592f-c9c2-424c-9232-7c17346efcba,e89ee7d4-2abc-4dad-a582-12006fdd7915,Registered,Portal,2025-11-27 18:00:00,1,2025-11-28 18:19:00,Manual,,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
a1f1d55a-5c50-48dd-abe6-ee41fcacca8b,de19592f-c9c2-424c-9232-7c17346efcba,4504a211-f043-4a6a-8b0e-9268b1a3287b,Registered,Email,2025-11-27 18:00:00,1,2025-11-28 18:20:00,Import,,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Internal
7c13dc3f-cb7d-4097-94b1-3d4faaddf266,de19592f-c9c2-424c-9232-7c17346efcba,e9d611d4-4edb-43b3-9f2f-c039eb168dda,Registered,Onsite,2025-11-27 18:00:00,1,2025-11-28 18:21:00,Import,4.37,,0,,0,2025-11-26 18:00:00,seed_bot,2025-10-25 04:47:46,seed_bot,,Public
