job_id,student_id,employer_id,job_title,job_family,job_level,job_type,employment_mode,location_city,location_state,location_country,offer_date,offer_accept_date,start_date,end_date,salary_currency,salary_base_annual,bonus_target_pct,visa_type,source_channel,created_at
ae9c719f-d57e-42fa-9c16-6a77e2bf8771,408cf47a-a729-456f-bc2c-e10f875da3f9,ed844084-d122-4105-a8ae-b456eb43b277,Data Engineer,Consulting,Junior,Contract,Remote,San Jose,CA,USA,2025-02-15,2025-02-17,2025-03-20,,USD,90297.0,5.25,None,Handshake,2025-10-25T04:47:45
8b5a221c-2cdb-49c0-9e55-ed00d94526d9,bb542570-c3e9-458e-9b43-8ce85b43fc53,4764c0c6-b521-4de9-b820-b699ab3f09f3,Software Engineer,Analytics,Intern,Internship,Remote,San Jose,CA,USA,2024-11-29,2024-12-06,2025-01-07,,USD,105119.0,2.77,None,Direct Apply,2025-10-25T04:47:45
3268f31e-1a41-4824-a3b7-08170a2e35e2,cad87b71-e4d5-4fb0-811d-be44de277bdd,cd276651-91a1-42e6-854e-8ceca6d56416,Security Analyst,Security,Junior,Full-time,On-site,St. Louis,MO,USA,2024-11-20,2024-11-20,2024-12-02,,USD,103877.0,19.47,None,LinkedIn,2025-10-25T04:47:45
5b4760c2-ffb4-4235-934b-a83bbc02f658,667b4104-ac74-4b46-85c1-253cb927fd40,4c291bf9-8a22-40c3-afe7-fc610a03d7b2,Security Analyst,Engineering,Mid,Contract,On-site,Dallas,TX,USA,2025-05-10,2025-05-12,2025-06-19,2025-10-18,USD,111548.0,18.86,None,Direct Apply,2025-10-25T04:47:45
0ab362ad-e90e-42c0-8309-7efa40eb5bc4,c1f36198-559c-4285-8cf1-344205b1b7ba,38794d5c-2311-47ac-add5-d536226a5483,Associate Consultant,Quality,Junior,Contract,On-site,Seattle,WA,USA,2025-02-10,2025-02-11,2025-02-19,,USD,104860.0,8.91,None,Career Fair,2025-10-25T04:47:45
932a057a-7514-47cc-9792-f62869574ae5,94ce6c02-5666-4919-8fe9-899438fe90d6,c75f6a07-1c0e-43be-87fc-1a1bed119a05,Data Analyst,Engineering,Senior,Full-time,On-site,Austin,TX,USA,2025-09-25,2025-09-30,2025-10-18,,USD,84736.0,12.05,None,LinkedIn,2025-10-25T04:47:45
026804a2-e61d-40e4-87dc-ee505f3e31ef,43214532-09e7-4563-9711-ada537d35fdf,de24349c-287f-48ee-bc4a-35bb923c0869,Data Engineer,Engineering,Mid,Full-time,On-site,St. Louis,MO,USA,2025-09-16,2025-09-19,2025-09-22,,USD,86920.0,3.07,None,Handshake,2025-10-25T04:47:45
b5b70be6-e1e6-4990-b518-d815dca7eae0,510d0d27-effc-4e36-b1f6-855244fd5cc4,dd48a290-4eb3-490c-ad99-4d9cde43baaf,QA Engineer,Security,Junior,Contract,Remote,St. Louis,MO,USA,2025-10-10,2025-10-13,2025-10-18,,USD,91963.0,11.68,OPT,Referral,2025-10-25T04:47:45
b5acf2e9-f394-494d-98d6-874a2dbe396f,88faf459-2402-4bcd-a4b1-fbf54204bfac,b54e05f5-e52e-4298-8301-4072de4b321d,Software Engineer,Analytics,Senior,Full-time,On-site,Austin,TX,USA,2025-08-27,2025-08-28,2025-09-07,,USD,83000.0,8.72,None,Career Fair,2025-10-25T04:47:45
17798325-f5a2-4797-840e-2365f74c4fbd,ec8883fa-a9fa-47c5-8685-b6797afaa319,49473205-ea83-4e07-84fc-f55ce7c353ce,Security Analyst,Engineering,Senior,Internship,Hybrid,Dallas,TX,USA,2025-04-02,2025-04-06,2025-04-18,,USD,97608.0,11.77,STEM OPT,Handshake,2025-10-25T04:47:45
87d9826a-e624-4d4b-a776-169da1e8e554,35d58388-c9b4-4970-a8a7-ce4a95fe2c49,24aeebe4-72c5-4d61-be29-6854ddfd8d57,Software Engineer,Consulting,Junior,Internship,Hybrid,San Jose,CA,USA,2025-02-16,2025-02-20,2025-02-23,,USD,62533.0,13.51,None,Handshake,2025-10-25T04:47:45
01ad2050-2af8-44fa-9d88-fb4dadcf0bcb,e46f1854-2108-4f41-a025-4778f29378ec,5d4ba5f8-cfec-4c3d-9ca6-9d216e25198a,Software Engineer,Consulting,Junior,Internship,On-site,New York,NY,USA,2025-07-11,2025-07-18,2025-07-22,,USD,89320.0,3.87,None,Career Fair,2025-10-25T04:47:45
4e0e9096-e79c-4921-a587-715219db1189,a7e41ad7-3f69-4e4a-a583-67537685fa09,2b445af5-7aa6-4ad5-920b-7dc2e0355714,Business Analyst,Quality,Junior,Internship,Remote,Hyderabad,,India,2025-07-29,2025-08-01,2025-08-01,,USD,82571.0,7.44,OPT,Referral,2025-10-25T04:47:45
6ac7892c-f503-47f1-9a6b-15ebecb86e41,c06c1f06-97b7-4a29-93fd-b033bf59fe47,addf5fb4-bf2d-46b2-8cf5-2f96dbe807a1,QA Engineer,Consulting,Intern,Internship,On-site,Dallas,TX,USA,2025-01-30,2025-02-05,2025-02-19,,USD,89393.0,9.62,None,Direct Apply,2025-10-25T04:47:45
bfe63b36-1a06-4371-a4dc-0070cb10a76a,01016e26-e274-48ef-b5ce-d7d36f758f94,ebac6bf2-a1a0-4ddf-8c17-2a6528bfe306,Data Engineer,Analytics,Intern,Internship,Remote,Hyderabad,,India,2025-05-30,2025-06-01,2025-06-04,,USD,96915.0,14.77,None,LinkedIn,2025-10-25T04:47:45
dd25b911-44ff-4711-a31c-5dd357c879f3,042a4bd2-7dfa-44a9-853c-0bd47db27e0c,d55a1b61-f58f-438e-8513-58602cdf0b8b,Data Analyst,Consulting,Senior,Internship,Remote,San Jose,CA,USA,2025-08-31,2025-09-02,2025-09-15,,USD,78590.0,19.23,None,LinkedIn,2025-10-25T04:47:45
bb6d800f-4a33-4e71-8f69-9f43120cc8a6,bba7c4a3-003c-428c-8354-9f887662065b,c7e05fad-3bfa-4a3e-904f-01afd14172d4,Software Engineer,Quality,Mid,Full-time,Remote,Hyderabad,,India,2025-01-01,2025-01-04,2025-01-08,,USD,65588.0,7.86,OPT,Referral,2025-10-25T04:47:45
dc91a843-74bd-4c32-b808-1f5e82fb64e4,88d46982-6d76-409d-b981-701b0ef88201,a65a9407-6108-43d5-9293-8add2a4032d9,Security Analyst,Quality,Junior,Full-time,Hybrid,Seattle,WA,USA,2025-04-19,2025-04-22,2025-05-13,,USD,67791.0,8.53,OPT,Career Fair,2025-10-25T04:47:45
f1e09bc5-08ad-4d86-b052-453e44606dd2,eb38ca0e-8990-4d8b-aa11-da730aa54be4,4dd52d07-6997-40d6-ba2b-67131fce4d6d,Data Engineer,Consulting,Mid,Internship,Hybrid,Chicago,IL,USA,2025-04-29,2025-05-04,2025-06-08,,USD,109741.0,14.97,None,Handshake,2025-10-25T04:47:45
20d52a11-9624-4dad-9346-c4f81e62ca32,24189a80-1335-447a-8470-728546913daa,403fdaa5-9274-4804-9525-903ee35f51d4,Data Analyst,Analytics,Junior,Contract,On-site,Dallas,TX,USA,2025-10-17,2025-10-20,2025-10-18,,USD,99033.0,0.35,None,Referral,2025-10-25T04:47:45
af854c78-b5a9-43b2-abad-cee66a7d96ae,969c0af3-de48-42ad-a03c-6a9b56741ac4,4549e4be-c230-4b1b-bdf1-0f9f381f95d0,Data Analyst,Analytics,Junior,Full-time,Remote,New York,NY,USA,2025-04-01,2025-04-08,2025-05-11,,USD,89085.0,0.37,OPT,Career Fair,2025-10-25T04:47:45
5192773a-bf2a-43a7-9054-0fb5c59372a0,564ce6d9-b55f-4cd2-b8c6-6ca2044fd188,8e5b79c5-5f84-4a0e-b42d-811c066d46ce,Data Analyst,Engineering,Junior,Internship,Hybrid,Seattle,WA,USA,2025-01-14,2025-01-15,2025-02-11,,USD,112224.0,8.77,None,Referral,2025-10-25T04:47:45
755fced4-8094-49bb-8d7f-47a39750f0a9,a3f8e7f3-f3dc-4da8-b4ab-340b08e0e9ed,2f1a4e41-f778-4226-8377-a769073bba5d,Software Engineer,Consulting,Intern,Contract,On-site,San Jose,CA,USA,2025-01-21,2025-01-22,2025-02-05,,USD,85819.0,12.43,None,Career Fair,2025-10-25T04:47:45
85f3a590-3c51-4205-bb94-e6f367a68fab,5c7fcdf3-d3b1-48ce-a3a8-3741d615f217,e54dd538-b625-4214-9d7a-f4c921e8bde1,Software Engineer,Consulting,Intern,Contract,Remote,Dallas,TX,USA,2025-01-29,2025-02-04,2025-03-02,,USD,102381.0,5.8,None,Handshake,2025-10-25T04:47:45
7029af62-14d1-4358-bd91-3e6292098a35,d67da957-51cb-46ff-b97f-7563b4c6baf9,dd6d6242-c18a-4ec0-a2bc-223f0553bef4,QA Engineer,Quality,Mid,Internship,On-site,Seattle,WA,USA,2025-05-16,2025-05-20,2025-06-15,,USD,114305.0,7.8,OPT,LinkedIn,2025-10-25T04:47:45
ddbd5c6d-29b7-41d4-9bab-f9fa45528e15,46db9836-4ccd-4a47-9c62-be1bd3ceec95,23eeb370-f2db-4017-9fe4-5b1357c6ecee,Data Analyst,Consulting,Junior,Internship,On-site,Seattle,WA,USA,2025-08-24,2025-08-31,2025-08-28,,USD,102563.0,2.02,STEM OPT,LinkedIn,2025-10-25T04:47:45
41ac3651-71cf-402b-ae64-968c6d58ecb3,b9c4b433-f47a-421d-acc8-41330ddd60c2,69d8919a-180e-49ea-9d46-55fd5cb91baa,QA Engineer,Quality,Senior,Internship,On-site,Dallas,TX,USA,2025-09-08,2025-09-11,2025-09-29,,USD,83810.0,17.8,OPT,Direct Apply,2025-10-25T04:47:45
1bbc4eae-5d1d-4926-92a6-b25f42adab6f,5a44e8e2-3064-4ea4-b131-54b81f4eabf6,50f04664-6ea0-4005-a381-43dc1b90f94f,Software Engineer,Consulting,Intern,Internship,Remote,Austin,TX,USA,2025-06-22,2025-06-29,2025-06-28,2025-10-21,USD,113871.0,6.42,STEM OPT,Referral,2025-10-25T04:47:45
cdfcf409-6f93-4e37-9323-e23704388766,bba7c4a3-003c-428c-8354-9f887662065b,e91c8d18-f76d-4eb2-816f-e8549b3ce9a2,Associate Consultant,Quality,Mid,Internship,Remote,St. Louis,MO,USA,2024-12-18,2024-12-19,2025-01-12,2025-05-14,USD,96475.0,0.29,OPT,LinkedIn,2025-10-25T04:47:45
2a8c70fa-94bd-4c89-a86b-bce476f9dff9,69334b82-c593-4edc-a885-f831e4d6e22e,3d4b9871-1ead-4cb0-885a-11b409fb4e8d,Security Analyst,Security,Mid,Contract,On-site,St. Louis,MO,USA,2025-06-26,2025-06-30,2025-07-02,,USD,80307.0,10.14,None,Direct Apply,2025-10-25T04:47:45
1b23a61a-18ba-4756-9b62-d7c0b69eb542,426d8b6a-0457-4402-a6be-1c10d6f67005,eed2e9f4-0ba6-42d2-a82a-bbbf832d809d,Software Engineer,Quality,Mid,Contract,On-site,Hyderabad,,India,2025-04-27,2025-04-29,2025-05-31,,USD,90067.0,1.36,None,Direct Apply,2025-10-25T04:47:45
3f336053-f229-469b-aac9-53609e4ac1f7,9d3cf881-dcb2-492b-adce-6609cfdb04e5,2e578811-3d60-4821-a99e-072e094f13ae,Associate Consultant,Quality,Mid,Internship,Hybrid,Austin,TX,USA,2025-09-26,2025-10-02,2025-10-24,2026-06-10,USD,88900.0,12.54,None,LinkedIn,2025-10-25T04:47:45
76b4de2c-8587-46b7-b6dc-4144aae76ee2,a0deafcd-54e7-41d2-8e38-0d958b0d21ac,f3072ac0-cb0f-4299-8d3e-527cd316d6d9,QA Engineer,Analytics,Mid,Full-time,On-site,Hyderabad,,India,2025-07-05,2025-07-09,2025-08-03,,USD,97954.0,1.58,STEM OPT,Direct Apply,2025-10-25T04:47:45
3f65d7a7-065f-415d-8b45-97a58aff8a8d,5bc94247-53d1-42f0-bb21-80f832fb9266,1eed9919-b371-4362-961c-e2ef16e6a6df,QA Engineer,Quality,Mid,Contract,Hybrid,New York,NY,USA,2024-12-22,2024-12-27,2025-01-25,,USD,74489.0,17.05,OPT,Handshake,2025-10-25T04:47:45
e86ba99c-4466-4b0e-a43c-e84822d3bfc9,db2a3299-c9c7-4484-9daf-9db0aa14978c,f1f7b8d5-6d85-493e-a435-946de60b4669,Data Engineer,Analytics,Senior,Internship,Remote,New York,NY,USA,2025-01-08,2025-01-13,2025-02-13,,USD,110952.0,9.22,None,Career Fair,2025-10-25T04:47:45
64b68c5d-c3ef-473e-826f-a20d5dd9040a,2a058bde-a6d2-4da6-9037-3c262a7ecb91,798a442f-bdd5-41fc-b09b-12bbbb87a68d,Business Analyst,Engineering,Intern,Contract,Remote,Seattle,WA,USA,2025-02-18,2025-02-24,2025-03-17,,USD,96937.0,3.67,None,Referral,2025-10-25T04:47:45
541ff7a5-79f5-40c2-aad7-eb550e3f7348,132f237c-6be9-4ec9-b94b-7c88615e3b20,293bddaa-0dc3-49ca-a038-d98802398906,Data Analyst,Analytics,Mid,Contract,Hybrid,New York,NY,USA,2025-02-15,2025-02-15,2025-02-28,,USD,67857.0,6.37,None,Career Fair,2025-10-25T04:47:45
c961f6ea-100c-4cff-a9de-19bb3f787977,26a5d183-4107-40e9-9307-d95c9e220493,42399316-77fc-48ac-96d0-f23b729f5c36,Data Analyst,Quality,Senior,Full-time,Remote,Chicago,IL,USA,2025-01-01,2025-01-02,2025-01-15,,USD,111655.0,18.35,OPT,Referral,2025-10-25T04:47:45
ca1d5ba4-1298-4fef-bc21-3c79334caf5e,5c7fcdf3-d3b1-48ce-a3a8-3741d615f217,a934fd31-0a1b-4fdb-9706-3a05d330bc42,Associate Consultant,Quality,Intern,Full-time,Hybrid,Austin,TX,USA,2025-02-01,2025-02-05,2025-02-16,2025-10-09,USD,70659.0,1.16,None,Referral,2025-10-25T04:47:45
3147db85-411a-4a32-b4c8-26bab7f0b827,4ff06c83-6109-4dc1-a2c6-5b9985422148,ae9dca21-b02c-4e3e-827f-1e178fc099d0,Business Analyst,Analytics,Junior,Full-time,Hybrid,Chicago,IL,USA,2024-12-23,2024-12-26,2025-01-25,,USD,102416.0,3.84,OPT,Referral,2025-10-25T04:47:45
252c0cef-bd35-44ae-9af3-83ce111706e1,d010b07d-7c20-439d-9c57-587d1e6e46a4,b826f254-4853-4427-8e28-66d862cbc390,Data Analyst,Analytics,Intern,Full-time,On-site,San Jose,CA,USA,2025-08-17,2025-08-17,2025-08-20,2026-07-06,USD,81147.0,8.85,STEM OPT,Referral,2025-10-25T04:47:45
772606c4-9b09-48eb-a6bc-307a22189546,e1b12edd-09ef-4f50-85b2-383b8aff4080,a9557677-4584-472f-a939-ff75710fa1da,Data Engineer,Security,Intern,Full-time,Remote,New York,NY,USA,2024-12-07,2024-12-12,2025-01-07,2025-08-01,USD,109872.0,4.82,None,Direct Apply,2025-10-25T04:47:45
6b7c21bc-75fd-4f9e-8392-966e5f361b96,19fccd7d-537b-42ad-8031-0b27e7ae7ec3,8b92523b-2f6a-4725-91ca-abe82ab368f0,QA Engineer,Engineering,Intern,Contract,On-site,Seattle,WA,USA,2024-11-26,2024-11-28,2024-12-27,,USD,82388.0,15.83,None,Handshake,2025-10-25T04:47:45
947bb4bc-ed30-432e-9be8-4c3a71803f07,0e90a9f8-22a6-4462-b3df-e4d9ad1438d6,3f7bb585-df5d-4924-b6fd-1e4bee2114e5,Business Analyst,Engineering,Junior,Contract,Remote,Dallas,TX,USA,2025-03-10,2025-03-15,2025-04-14,,USD,82256.0,14.89,STEM OPT,LinkedIn,2025-10-25T04:47:45
2bd43537-28ef-4724-bdcd-3ebe7152a50d,72e70984-71a1-4a23-9604-d089c3bd1351,e3085841-1393-452f-8ba3-64757e5dc772,Software Engineer,Analytics,Junior,Internship,Hybrid,Chicago,IL,USA,2025-04-21,2025-04-24,2025-05-14,,USD,90999.0,7.48,None,Handshake,2025-10-25T04:47:45
f29c1e82-3c70-4a5a-b9fa-4e96e54564a0,4b0d82d1-7b54-43a5-b831-88b368ef800f,5ed953f6-0648-409d-8f2d-1ec5b8f8647b,Associate Consultant,Consulting,Junior,Full-time,Remote,New York,NY,USA,2025-06-05,2025-06-05,2025-06-09,,USD,118177.0,1.7,STEM OPT,LinkedIn,2025-10-25T04:47:45
f9c4ff06-fb63-4ccf-bc22-902690a4287d,9e11f3ae-1e92-422f-aa73-3de37f49a2a4,ff747dd4-9055-442f-ad5f-9e81b833c50c,Data Analyst,Consulting,Intern,Contract,On-site,Austin,TX,USA,2025-04-23,2025-04-30,2025-05-17,,USD,96896.0,4.09,OPT,Career Fair,2025-10-25T04:47:45
65e9701a-a05c-4034-8280-a21cad706e9d,fd4dd0b2-18c6-4b7c-b4a4-3e30e0c12e0a,bd77fb39-0476-492a-ac93-e0b9b8f28940,Security Analyst,Security,Junior,Full-time,On-site,Austin,TX,USA,2024-12-28,2025-01-04,2025-01-11,2025-10-06,USD,96516.0,14.41,STEM OPT,Career Fair,2025-10-25T04:47:45
bbba5e06-5e4b-4b98-9cc6-cfdf66162438,014f4a41-a302-4de2-bc3e-338fad248292,c198d9bd-ed42-4b9d-8e6f-d089eac37265,Business Analyst,Engineering,Senior,Full-time,Hybrid,Chicago,IL,USA,2025-02-27,2025-03-03,2025-03-31,,USD,83607.0,4.67,OPT,Referral,2025-10-25T04:47:45
652fb6ca-e0bf-491f-a123-06187b9c8986,932063bc-e30d-4d93-943b-4ae24d81119a,a80f4580-b016-4e5a-a075-fb07880c6992,QA Engineer,Engineering,Senior,Internship,On-site,Dallas,TX,USA,2025-04-20,2025-04-26,2025-05-09,2026-03-14,USD,80531.0,2.26,None,Direct Apply,2025-10-25T04:47:45
3d41fa28-e7a5-4eb7-9065-2dbcaba6bfec,77691083-4e28-443d-98e5-2ded49a2a1d8,a55d7edf-8cae-4761-809c-2ab3fdb8f690,Data Analyst,Quality,Intern,Full-time,Remote,Chicago,IL,USA,2025-02-19,2025-02-26,2025-03-06,,USD,108954.0,17.13,OPT,LinkedIn,2025-10-25T04:47:45
